job_title,job_skills,cleaned_skills
Customer Service Representative/Data Analyst/Data Entry Clerk,"Data Analysis, Statistics, Machine Learning, Algorithms, A/B Testing, Data Visualization, SQL, R, Python, Tableau, Power BI, Data Management, ETL","etl, machine learning, power bi, python, sql, tableau"
"Senior Manager, Machine Learning Engineering","Machine Learning, Software Development, Data Engineering, DevOps, Scalability, Agile, Python, Scala, Java, Distributed Computing, Cloud Computing, SQL, ScikitLearn, PyTorch, Dask, Spark, TensorFlow, Data Gathering, Data Preparation, Data Pipelines, Data Warehousing, Data Lakes, AWS, Azure, Google Cloud Platform, DataBricks, SnowFlake","agile, aws, azure, google cloud, java, machine learning, python, pytorch, spark, sql, tensorflow"
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)","Data Loss Prevention (DLP), Web proxy, Email DLP, Endpoint solution, Technical writing, Agile frameworks, Cloud computing environments, Cloud security, Symantec Data Loss Prevention (DLP) infrastructure engineering, Cyber security practices, URL Filtering, Proxy, Network DLP, JIRA, CISSP, GIAC, CISM, CCSP, CISA, Security+, AWS Cloud Practitioner, AWS Solution Architect  Associate, AWS Developer  Associate, AWS Security  Specialty, AWS Solution Architect  Professional, IT Delivery projects, Handson, Agile delivery model, Software engineering principles, Cyber security, Software development practices, Platform engineering, Basics qualification, GED, Cybersecurity, Information technology, Bachelor's Degree, Systems Engineering, Computer Science, Scripting, Multicloud environments, Performance based incentive compensation, Financial benefits, Health benefits, Incentive compensation, Capital one benefits, Fair criminal records screening act, Criminal history inquiries, Accommodation, Email","agile, aws, cism, cissp, jira"
Data Engineer,"Data Analytics, Data Modeling, Database Design, Spark Framework, ELT (Extract Load Transform), SQL, Agile Project Delivery, Business Intelligence Tools (Tableau MicroStrategy Alteryx), Data Processing Technologies (Apache Spark Kafka), Cloud Environment (AWS), Python, Airflow, Pipeline Automation, ETL Processes, Data Quality Standards, Data integrity, Analytical skills, Multitasking, Communication, Problem Solving, Organizational Skills, Independent Work","agile, apache, aws, data modeling, elt, etl, kafka, python, spark, sql, tableau"
Senior Machine Learning Engineer,"Machine Learning, Python, Scala, Java, Scikitlearn, PyTorch, Dask, Spark, TensorFlow, AWS, Azure, Google Cloud, Distributed Computing, Data Pipelines, AI, Computer Science, Electrical Engineering, Mathematics, Distributed File Systems, Multinode Database Paradigms, Open Source ML Software, Research Paper Authorship, Data Science, Agile","agile, ai, aws, azure, google cloud, java, machine learning, python, pytorch, spark, tensorflow"
Audit Manager - Data/Tech (BSA/AML including Sanctions),"Audit, Risk Management, Data Management, Financial Crimes and Fraud, AWS, Data Analysis, Audit Procedures, Communication, Interpersonal Skills, Certified AntiMoney Laundering Specialist (CAMS), Certified Internal Auditor (CIA), Certified Public Accountant (CPA), Certified Regulatory Compliance Manager (CRCM), Certified Fraud Examiner (CFE), Certified Data Management Professional (CDMP), Certified Information Security Manager (CISM), Certified Info Security System Professional (CISP), Business Understanding, Problem Solving, Leadership, Teamwork, Attention to Detail, Regulatory Compliance, Financial Services, Critical Thinking, Business Partnering","aws, cism"
Business Data Analyst - III (701569),"Data Warehouse, Teradata Technology, UNIX, SQL, Oracle, System of Records, Data Governance, Data Management, Data Lineage, Data Quality, Data Science, KPI Dashboards, Data Analysis, Data Modeling, Data Interpretation, ProblemSolving, Methodical Approach, Logical Approach, Work Planning, Deadlines, Accuracy, Attention to Detail, Engineering, 5 Years of Work Experience","data modeling, data warehouse, oracle, sql"
Clinical Data Steward,"Data Governance, Data Management, Data Quality, Clinical Data Standards, Medicare, Medicaid, Care Management, Data Analytics, Data Audit, Data Integration, Data Quality Assurance, Data Security, HL7, FHIR, Arcadia, Agile Methodology, Jira, Rally, SQL, SAS, Python, Hadoop, Teradata, Snowflake, Tableau, Collibra, Infosphere, Alation","agile, hadoop, jira, python, sql, tableau"
Senior Full-Stack Machine Learning Engineer- OPTIX,"Machine Learning, Data Visualization, Python, Scala, Java, R, Julia, Matlab, Spark, Hadoop, Agile Development, Geospatial Data, Tensorflow, Torch, Computer Vision, Natural Language Processing","agile, computer vision, hadoop, java, machine learning, python, spark, tensorflow"
Senior Data Analysis Engineer,"Data Analysis Engineer, BEV/FCEV database build/monitor, Data Visualization, Dashboards, SQL, Python/Scala, Distributed Computing, Airflow DAGs, AWS Glue, PowerBI, Grafana, Engineering, Cloudbased timeseries stream processing systems, Electrified propulsion systems, Physical vehicle test data, CANbased data loggers, CAN/LIN based SAE standard communication protocols, U.S. work authorization, Equal employment opportunity","aws, grafana, python, sql"
Technical Data Engineering Manager,"Data Engineering Management, Cloudbased Data Platforms, Data Solutions, Data Warehousing, Snowflake, SQL Server, Azure, System Architecture, Data Design, Python, SQL, Scala, Java, Realtime Data, Streaming Applications, Public Cloud (AWS Microsoft Azure Google Cloud), Data Quality, Metadata Management, Data Ops, Project Management, Agile Ceremonies, ProblemSolving, Root Cause Analysis, Continuous Improvement, Innovation, Distributed Data Platforms, Data Life Cycle, Security, Supply Chain, Distribution","agile, aws, azure, google cloud, java, python, sql, sql server"
"Staff Machine Learning Engineer, Series A","Machine Learning, Python, Numpy, Pandas, Jupyter, TensorFlow, PyTorch, Numba, Cloud services (GCP AWS Azure), Clinical team, Voice biomarker software, Depression and anxiety detection, Speech processing/recognition, Audio classification, Agile methodologies, Experiment tracking and reproducibility tools (MLFlow WandB DataBricks), FDA approvals for a softwareasamedical device (SaMD)","agile, aws, azure, gcp, machine learning, python, pytorch, tensorflow"
"Principal Associate, Data Loss Prevention (DLP) Engineer","Data Protection, Data Loss Prevention (DLP), Cybersecurity, Information Security, SaaS, IaaS, Agile, Cloud Computing, Operating Systems, Databases, Virtualization, Networks, Symantec Data Loss Prevention (DLP), JIRA, CISSP, GIAC, CISM, CCSP, CISA, Security+, AWS Cloud Practitioner, AWS Solution Architect  Associate, AWS Developer  Associate, AWS Security  Specialty, AWS Solution Architect  Professional","agile, aws, cism, cissp, jira"
Contractor - Epic Clarity Data Analyst,"Data extraction, Data transformation, Data analysis, Healthcare data, Data visualization, Epic Clarity reporting, SQL, Analytic methods, Statistical methods, Epic Clarity Data Model certification, Epic Clinical Data Model certification, Certified Health Data Analyst (CHDA) certification, Project management, Stakeholder observation, Python, R programming, Agile Development, Written communication, Oral communication, Organizational skills, Analytical skills, Technical skills, Clinical experience, Inpatient setting, Outpatient setting","agile, python, sql"
Senior People Data Scientist,"Data science, Statistical methods, Regression, Cluster analysis, HLM, Social network analysis, Text analysis, Longitudinal methods, Experimental methods, Python, R, SQL, Git, Data storytelling, Communication, Collaboration, Problemsolving, Analytical thinking, Attention to detail, Ability to work independently and as part of a team, Bachelor's or Master's degree in Data Science Statistics or a related field","git, python, sql"
IT- Data Lifecycle Manager,"Data Lifecycle Management, Network File System Management, Data Governance, File System Management, Cloudbased Storage Systems, Microsoft Distributed File Systems, Windows Server OS, Active Directory, NTFS File Permissions, Windows File ACLs, NFS Shares, Azure, AWS, Strong Communication Skills, Attention to Detail, Troubleshooting Skills, Organizational Skills","active directory, aws, azure, windows server"
Senior Machine Learning Engineer,"Machine Learning, Python, Scala, Java, Distributed Computing, Cloud Computing, Data Pipelines, Scikitlearn, PyTorch, Dask, Spark, TensorFlow, AWS, Azure, Google Cloud Platform, Responsible AI, Data Gathering, Agile, Data Preparation, Proof of Concept, Scalability, Performance, Monitoring, Continuous Integration, DevOps","agile, ai, aws, azure, google cloud, java, machine learning, python, pytorch, spark, tensorflow"
NCDHHS- Health Informatics Data Analyst,"Health Informatics, Data Analysis, Population Health, Data Gathering, Data Storage, Data Sharing, Data Interpretation, Data Integrity, Electronic Medical Records, Health IT Systems, Structured Query Language (SQL), SAS Analytic Software, Data Formats, Reporting, Macro Language, Troubleshooting, Health Information Exchange (HIE), Clinical Data Capture, Social Determinants of Health, Public Health Programs, Data Quality Management, Data Governance, Data Security, Data Privacy, Data Visualization, Project Management, Communication, ProblemSolving, Analytical Thinking, Attention to Detail",sql
Senior Battery Data Scientist,"Statistical Modeling, Machine Learning, Cell Failure Detection, Battery Cycle Life Prediction, Bayesian Optimization, Prognostics, Predictive Maintenance, Multivariate Modeling, Experimental Design, DataDriven Modeling, Energy Storage Systems, Electrochemistry, Lithium Metal Batteries, HPC/Cloud Computing, Python, C/C++, TensorFlow, PyTorch","c/c++, machine learning, python, pytorch, tensorflow"
"Lead Machine Learning Engineer (Bangkok based, relocation provided)","Python3, Pyspark, Scripting, Hadoop, SQL, S3, Machine Learning, ML models, Random Forest, CNN, Regression models, Data Architecture, Data Warehousing, Software Engineering, Distributed Systems, Stream Processing, ML Modeling, Computation, Data Replication, Storage, Centralized Computation, Data API's, Agile, Test Driven Methodologies, Linux, Systems Administration","agile, hadoop, linux, machine learning, sql"
Principal Machine Learning Engineer,"Machine Learning, Artificial Intelligence, Deep Learning, SparkML, Scikitlearn, Caret, Mlr, Mllib, Python, R, RESTful API, Data Modeling, Data Mining, Data Visualization, Machine Learning Pipelines, MLOps, Software Development, Model Deployment, Natural Language Processing, Computer Vision, Predictive Analytics, Forecasting, Time Series Analysis, Regression, Classification, Clustering, Dimensionality Reduction, Feature Engineering, Data Preprocessing, Data Cleaning, Data Transformation, Data Labeling, Model Evaluation, Model Tuning, Model Optimization, Model Deployment, Model Monitoring, Model Maintenance, Consulting, Communication, Problem Solving, Critical Thinking, Analytical Skills, Attention to Detail, Teamwork, Leadership, Flexibility, Adaptability, Strong Work Ethic, Passion for Learning, Bachelor's Degree in Computer Science or STEM, Master's Degree in Computer Science or STEM, PhD in Computer Science or STEM, 5+ years of experience in Machine Learning, 3+ years of experience in AI/Deep Learning, 3+ years of experience in Software Development, Experience with ML Libraries, Experience with Data Visualization Tools, Experience with Public Speaking, Ability to write Production Level Code, Ability to develop experimental and analytic plans for data modeling processes, Ability to determine cause and effect relationships, Consulting experience and track record of helping customers with their AI needs, Publications or presentation in recognized Machine Learning Deep Learning and Data Mining journals/conferences","ai, artificial intelligence, computer vision, data modeling, deep learning, machine learning, python"
