job_title,job_skills,market_source,cleaned_skills,job_category
Senior Database Administrator,"Oracle Database, Oracle Business Intelligence, Unix, OBIEE, Informatica, Tableau, Power BI, ETL, Cloud Computing, Data Center, Data Analytics, Data Security, Performance Tuning, System Analysis, Data Modeling, Technical Documentation, SQL, Data Warehousing, Database Administration, Oracle M8 Supercluster, Oracle RAC, Oracle GoldenGate, Unix System Administration, RMAN, Data Recovery, Database Migration, Oracle OEM, Data Archiving, Data Compression, Parallel Processing, Database Partitioning, Backup and Recovery, Disaster Recovery, Security Policies, Federal Regulations, Oracle RAC, Hadoop, SAP HANA, Big Data, Business Intelligence, Advanced Analytics, Predictive Analytics, Data Visualization, Machine Learning, Artificial Intelligence, Project Management, Data Warehouse Management, Technical Collaboration, Architectural Enhancement, Software Development, Business Intelligence",Global,"artificial intelligence, data modeling, data warehouse, etl, hadoop, machine learning, oracle, power bi, sap, sql, tableau",Data Engineer
"Staff Machine Learning Engineer, Series A","Machine Learning, Deep Learning, Python, NumPy, Pandas, Numba, PyTorch, TensorFlow, Jupyter, AWS, Azure, GCP, MLFlow, Research, Voice Biomarkers, Computer Science, Speech Processing, Clinical Team Collaboration, Agile Methodologies, Medical Device Software",Global,"agile, aws, azure, deep learning, gcp, machine learning, python, pytorch, tensorflow",AI / Machine Learning Engineer
Data Engineer,"Software Production Engineering, Data Engineering, Python, Java, Bash, Puppet, Typescript/JavaScript, Red Hat Enterprise Linux, Prometheus, Grafana, Oracle, PostgreSQL, Cassandra, Elasticsearch, DoD 8570 IAT Level 1 Certification, DoD 8570 Computing Environment Certification, Amazon Web Services, Onpremises servers, Active DoD TS/SCI with CI Polygraph, BS in Computer Science / Engineering",Global,"bash, cassandra, elasticsearch, grafana, java, javascript, linux, oracle, postgresql, prometheus, python, typescript",Data Engineer
"Senior Data Scientist, Product Growth","SQL, Data science, Mathematics, Statistics, Economics, Computer Science, A/B testing, SQL, Data analysis, Data governance, Data consistency, Machine learning, Data engineering, Data tracking, Data integrity, Data security, Product management, Product design, Software engineering, Business leadership, Datadriven decisionmaking, Communication, Problemsolving",Global,"machine learning, sql",Data Scientist
Azure Data Architect,"Data Architect, Technical Consultant, Data & Analytics, Azure Data Platform, On Prem, Cloud Data technologies, Solutioning, Consulting, Handson experience, Data Pipelines, Data warehousing, Data Modelling, ADF, Databricks, ETL, Data Lake, Synapse, Data Storage, DB Schema, Data Model, Performance Optimization, SQL Server, SQL Programming, Stored Procs, Functions, Azure Data Services, Oracle EDW, Data Migration, AI Skills, Client Models, API Layer, Reporting, Power BI, Paginated Reports, Power BI Embedded, Premium, DAX, Tableau",Global,"ai, azure, dax, etl, oracle, power bi, sql, sql server, tableau",Data Engineer
Clinical Data Analyst/Coordinator,"Clinical data management, Data integrity, Data consistency, Data collection, Data validation, Clinical trial documentation, Regulatory compliance, Clinical databases, Electrical engineering, Neuroscience, Clinical physiology, Nursing, Biotechnology, Clinical research, Brain signal analysis, Image data processing (fMRI/EEG), FDA processes, OHRP, HIPAA, Python, Java, MATLAB, Coding",Global,"java, python",Data Analyst
"Manager, Data Engineering","Data Engineering, Software Development, Big Data Architecture, Cloud Platforms, GCP, Python, Data Management, Relational Databases, NoSQL Databases, Cloud Systems, Cloud Architecture, Version Control, GitHub, Written Communication, Verbal Communication, Adaptability, Industry Trends, Technologies, STEM Degree, Management Experience, GCP Certifications, BigQuery",Global,"gcp, github, python, version control",Data Engineer
Sr. Data Scientist,"Machine Learning, Big Data, Data Science, Business Intelligence, Data Analytics, Predictive Modeling, Advanced Analytics, Artificial Intelligence, Statistical Modeling, Data mining, Text Analytics, Natural Language Processing, Pattern Recognition, Data Extraction, Data Transformation, Data Visualization, Machine Learning Algorithms, Statistical Software, R, Python, Java, Scala, SQL, Hadoop, Spark, HDFS, MapReduce, Kafka, NoSQL, Databases, Tableau, PowerBI, Periscope, Business Objects, D3, ggplot, SAS Visual Analytics, Hadoop Distributed File System (HDFS), Hive, HBase, Sqoop, Pig, Oozie, ZooKeeper, Flume, Mahout, Hive, Pig, Oozie, ZooKeeper, Flume, Mahout",Global,"artificial intelligence, hadoop, hive, java, kafka, machine learning, python, spark, sql, tableau",Data Scientist
Head of Data Science - Actuary/Risk,"Machine Learning, Actuary, Actuarial Science, Forecasting, Optimization, Finance, Project Management, Risk, Casual Insurance, Life Insurance, Data Science, Statistical Applications, Communication Skills, Business Risk, Team Management, Statistics, Economics, Applied Mathematics, Computer Science",Global,machine learning,Data Scientist
Data Scientist,"Data Science, Statistical Modeling, Machine Learning, Python, Statistics, Business Acumen, Data Analysis, Problem Solving, Critical Thinking, Communication, 10+ Years of Experience",Global,"machine learning, python",Data Scientist
Principal Technical Data Analyst,"Data Analysis, SQL, Coding, Statistical Modeling, Predictive Modeling, Descriptive Statistics, Business Domain Knowledge, Financial Standards, SOX, FP&A, EndtoEnd Quantitative Thinking, Communication skills, Problem Solving, Organization, Time Management, Task Prioritization, Business Insights, Crossfunctional Teams, Business Objectives, Business Initiatives, Business Partners",Global,sql,Data Analyst
Data Scientist,"Data Scientist, Clearance: U.S. Citizen Government Suitability Clearance, Dashboarding, Data Integration, Data Curation, Reporting Methodologies, Robotic Process Automation, Criminal Investigation, Caselevel Document Compilation, Indexing, Searching, Analytics, Natural Language Processing, Big Data Analytics, Data Visualization, Statistical Analyses, Clustering Techniques, Multiple Regression, Factor Analysis, Artificial Intelligence, ""Trustworthy AI"", Data Science Adoption, Coaching, Feedback, Training, SAS, R, SQL, Python",Global,"ai, artificial intelligence, python, sql",Data Scientist
"Sr. ML Software Engineer, AI Platform","Generative AI, LLMs, Vector Stores, Cloud fundamentals, AWS, Distributed systems, Memory CPU profiling, Unit tests, System tests, Unix, Bash, Cloud networking, Docker, Kubernetes, Containerization, CI/CD, Git, Release Management, Machine Learning, AI systems, Python, Golang, Java, Rust",Global,"ai, aws, bash, ci/cd, docker, git, golang, java, kubernetes, machine learning, python",Backend Developer
Data Engineer ETL Expert (2021-0140),"ETL, Data extraction, Data transformation, Data loading, Data mapping, Analytical support, Operational support, Maintenance support, Enterprisewide systems, Application software, Data flows, Hardware/software compatibility, Interface design, Emerging technologies, Technical documentation, Troubleshooting, Customer support, Machine characteristics, Storage capacity, Processing speed, Input/output requirements, Computer Science, Electrical Engineering, Computer Engineering, Java, J2EE, C, C++, SQL, XML, XQuery, XPath, Ruby on Rails, HTML, XHTML, CSS, Python, Shell Scripting, JSON, Windows, Linux, Distributed Computing, Blade Centers, Cloud infrastructure, Problem solving, Database methodologies, Continual process improvement, Proactive approach, Task completion, Equal Employment Opportunity, Affirmative Action",Global,"c, c++, css, etl, html, java, linux, python, ruby, sql",Data Engineer
Lead Data Engineer (FinOps),"AWS, Java, Scala, Python, SQL, RDBMS, NoSQL, Redshift, Snowflake, Machine learning, Distributed microservices, Full stack systems, Cloud computing, MapReduce, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, MySQL, Data warehousing, UNIX/Linux, Shell scripting, Agile engineering",Global,"agile, aws, hadoop, hive, java, kafka, linux, machine learning, microservices, mysql, python, spark, sql",Data Engineer
Principal Clinical Data Scientist - Focus on Statistics,"Data Science, Statistical Analysis, Clinical Trials, Registries, RealWorld Data, Data Transformation, Data Mining, Machine Learning, Artificial Intelligence, Data Analytics, Data Visualization, Data Warehousing, Data Management, Data Governance, Databases, SAS, R, MATLAB, Python, Java, C++, Clinical Development, Clinical Research, Regulatory Affairs, Bioinformatics, Statistics, Mathematics, Computer Science, Psychology, Finance, Bachelor of Science (BSc), Master of Science (MSc), Doctoral Degree (PhD), ICH Guidelines, GCP Guidelines, Statistical Methodology, Clinical Development Plan, English (Fluent)",Global,"artificial intelligence, c++, gcp, java, machine learning, python",Data Scientist
Senior Data Engineering Advisor,"SQL, Data governance, Data modeling, Data munging, Data management, Data warehousing, Data lakes, Data integration, Data pipelines, Big data platforms, Cloud technologies, Serverless environments, Python, R, RDBMS, NoSQL, PostgreSQL, MySQL, MongoDB, Microsoft Power BI, Spotfire, Machine learning, Artificial intelligence, Databricks, Data Virtualization, SQL Server, Streamsets, Azure Synapse, Redshift, Azure Data factory, AWS Glue, Alation Data Catalog, Oil and gas operations",Global,"artificial intelligence, aws, azure, data modeling, machine learning, mongodb, mysql, postgresql, power bi, python, sql, sql server",Data Engineer
SENIOR BUSINESS DATA ANALYST,"Microsoft Office Suites, IDX, HealthQuest, Proteus, SQL Programming Langauage, IMACS, MedAssets AVEGA Cost Accounting System, Financial analysis, Data extraction, Data analysis, Budgeting, Financial accounting, Business planning, Reporting, Communication, Teamwork, Project management, Problemsolving, Detailoriented, Accuracy, Time management, Analytical thinking, Critical thinking, Decision making",Global,sql,Data Analyst
"Staff Machine Learning Engineer, Series A","Machine Learning, Natural Language Processing, Python, NumPy, Pandas, Numba, PyTorch, TensorFlow, Jupyter, Deep Learning, Model Efficiency Optimization, Cloud Services (GCP AWS Azure), Speech Processing, Audio Classification, MLFlow, WandB, DataBricks, Sprint Management, Agile Methodologies, FDA Approvals, Product Management, Research, Medical Device Software, Communication, Teamwork, Problem Solving, Adaptability, Collaboration, Strategic Planning, Agile Planning, MVP (Minimum Viable Product), Feedback, Time Management",Global,"agile, aws, azure, deep learning, gcp, machine learning, python, pytorch, tensorflow",AI / Machine Learning Engineer
Data Scientist,"AI fundamentals, Cloud Data Platform (Azure) pipelines, ETL principles, Dimensional modelling, ETL, Reporting tools, Data governance, Data warehousing, Structured data, Unstructured data, SAP/NoSQL clusters, Snowflake, Data models, RDBMS, Operational data store (ODS), Data marts, Data lakes, Azure Data Factory, Databricks, Integration Runtime Services, SQL, SQL Analytics, TSQL, Python, Scala, Performance tuning, Agile methodologies, Stakeholder management",Global,"agile, ai, azure, etl, python, sap, sql",Data Scientist
Data Scientist with AL & ML,"LLM, Generative AI, Document extraction, Chat, Python, Knowledge graphs, Ontologies, Cloudnative environment, AWS, AWS Neptune, Neo4J graph database, Graphbased ontology, Structured data, Unstructured data, ML models, Big data infrastructure, AWS Tex tract, AWS Comprehend Medical, Code level experience",Global,"ai, aws, llm, python",Data Scientist
Python Data Engineer,"Data Engineering, ETL Development, Data Pipelines, Python, AWS Data Analytics, Amazon Athena, AWS Glue, Data Modeling, Kimball Design Approach, Inman Design Approach, Data Vault Design Approach, Consulting Skills, Analytical Skills, Written Communication, Verbal Communication, Presentation Skills, Exploratory Data Analysis, Data Cleansing and Aggregation, Terraform, Star Schema, PySpark, Utility Industry",Global,"aws, data modeling, etl, python, terraform",Data Engineer
AWS Data Engineer,"AWS, Cloud infrastructure, Python, Databricks, Snowflake, Spark, Agile methodologies, Atlassian tools, Jira, Git, Bitbucket, CI/CD, Kubernetes, Monitoring, Alerting tools, S3, IAM, ETL methods, Dimensional data models, Data warehouses, SQL, Relational databases, Data access methods, Data tools, Data manipulation",Global,"agile, aws, bitbucket, ci/cd, etl, git, jira, kubernetes, python, spark, sql",Data Engineer
